op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,notes
662,server/src/services/stripeService.ts,494,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async changeTier(,server/src/services/stripeService.ts:494,"non-prisma: await stripe.subscriptions.update(org.stripeSubscriptionId, {"
663,server/src/services/stripeService.ts,511,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async changeTier(,server/src/services/stripeService.ts:511,non-prisma: await tx.organization.update({
664,server/src/services/stripeService.ts,519,unknown,unknown,ORG_IN_WHERE_OR_DATA,async changeTier(,server/src/services/stripeService.ts:512,organizationId in prisma where/data
665,server/src/services/stripeService.ts,560,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async cancelSubscription(,server/src/services/stripeService.ts:560,"non-prisma: await stripe.subscriptions.update(org.stripeSubscriptionId, {"
666,server/src/services/stripeService.ts,566,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async cancelSubscription(,server/src/services/stripeService.ts:566,non-prisma: await tx.organization.update({
667,server/src/services/stripeService.ts,571,unknown,unknown,ORG_IN_WHERE_OR_DATA,async cancelSubscription(,server/src/services/stripeService.ts:567,organizationId in prisma where/data
668,server/src/services/stripeService.ts,589,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async cancelSubscription(,server/src/services/stripeService.ts:589,non-prisma: await tx.organization.update({
669,server/src/services/stripeService.ts,599,unknown,unknown,ORG_IN_WHERE_OR_DATA,async cancelSubscription(,server/src/services/stripeService.ts:590,organizationId in prisma where/data
670,server/src/services/stripeService.ts,635,organization,update,NON_PRISMA_FALSE_POSITIVE,async reactivateSubscription(organizationId: string): Promise<boolean> {,server/src/services/stripeService.ts:635,"non-prisma: await stripe.subscriptions.update(org.stripeSubscriptionId, {"
671,server/src/services/stripeService.ts,639,organization,update,ORG_IN_WHERE_OR_DATA,async reactivateSubscription(organizationId: string): Promise<boolean> {,server/src/services/stripeService.ts:625,organizationId in prisma where/data
672,server/src/services/stripeService.ts,645,organization,update,ORG_IN_WHERE_OR_DATA,async reactivateSubscription(organizationId: string): Promise<boolean> {,server/src/services/stripeService.ts:640,organizationId in prisma where/data
673,server/src/services/stripeService.ts,684,organization,update,ORG_IN_WHERE_OR_DATA,"async addAddOn(organizationId: string, addOnId: string): Promise<boolean> {",server/src/services/stripeService.ts:671,organizationId in prisma where/data
674,server/src/services/stripeService.ts,693,organization,update,ORG_IN_WHERE_OR_DATA,"async addAddOn(organizationId: string, addOnId: string): Promise<boolean> {",server/src/services/stripeService.ts:694,organizationId in prisma where/data
675,server/src/services/stripeService.ts,702,organization,update,ORG_IN_WHERE_OR_DATA,"async addAddOn(organizationId: string, addOnId: string): Promise<boolean> {",server/src/services/stripeService.ts:694,organizationId in prisma where/data
676,server/src/services/stripeService.ts,747,organization,update,ORG_IN_WHERE_OR_DATA,"async removeAddOn(organizationId: string, addOnId: string): Promise<boolean> {",server/src/services/stripeService.ts:748,organizationId in prisma where/data
677,server/src/services/stripeService.ts,755,organization,update,ORG_IN_WHERE_OR_DATA,"async removeAddOn(organizationId: string, addOnId: string): Promise<boolean> {",server/src/services/stripeService.ts:748,organizationId in prisma where/data
678,server/src/services/stripeService.ts,797,stripeEvent,create,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async handleWebhook(payload: Buffer, signature: string): Promise<{",server/src/services/stripeService.ts:797,system-level operation (audit/webhook/auth)
679,server/src/services/stripeService.ts,842,stripeEvent,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async handleWebhook(payload: Buffer, signature: string): Promise<{",server/src/services/stripeService.ts:842,system-level operation (audit/webhook/auth)
680,server/src/services/stripeService.ts,895,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private async handleCheckoutCompleted(session: Stripe.Checkout.Session): Promise,server/src/services/stripeService.ts:895,non-prisma: await tx.organization.update({
681,server/src/services/stripeService.ts,910,unknown,unknown,ORG_IN_WHERE_OR_DATA,private async handleCheckoutCompleted(session: Stripe.Checkout.Session): Promise,server/src/services/stripeService.ts:896,organizationId in prisma where/data
682,server/src/services/stripeService.ts,954,organization,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionCreated(subscription: Stripe.Subscription): Prom,server/src/services/stripeService.ts:949,organizationId in prisma where/data
683,server/src/services/stripeService.ts,999,organization,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionUpdated(subscription: Stripe.Subscription): Prom,server/src/services/stripeService.ts:1013,organizationId in prisma where/data
684,server/src/services/stripeService.ts,1011,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionUpdated(subscription: Stripe.Subscription): Prom,server/src/services/stripeService.ts:1013,organizationId in prisma where/data
685,server/src/services/stripeService.ts,1041,organization,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionDeleted(subscription: Stripe.Subscription): Prom,server/src/services/stripeService.ts:1055,organizationId in prisma where/data
686,server/src/services/stripeService.ts,1053,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionDeleted(subscription: Stripe.Subscription): Prom,server/src/services/stripeService.ts:1055,organizationId in prisma where/data
687,server/src/services/stripeService.ts,1086,organization,update,ORG_IN_WHERE_OR_DATA,private async handlePaymentSucceeded(invoice: Stripe.Invoice): Promise<void> {,server/src/services/stripeService.ts:1093,organizationId in prisma where/data
688,server/src/services/stripeService.ts,1091,organization,update,ORG_IN_WHERE_OR_DATA,private async handlePaymentSucceeded(invoice: Stripe.Invoice): Promise<void> {,server/src/services/stripeService.ts:1093,organizationId in prisma where/data
689,server/src/services/stripeService.ts,1123,organization,update,ORG_IN_WHERE_OR_DATA,private async handlePaymentFailed(invoice: Stripe.Invoice): Promise<void> {,server/src/services/stripeService.ts:1130,organizationId in prisma where/data
690,server/src/services/stripeService.ts,1128,organization,update,ORG_IN_WHERE_OR_DATA,private async handlePaymentFailed(invoice: Stripe.Invoice): Promise<void> {,server/src/services/stripeService.ts:1130,organizationId in prisma where/data
691,server/src/services/stripeService.ts,1257,featureSubscription,create,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemCreated(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1259,organizationId in prisma where/data
692,server/src/services/stripeService.ts,1277,featureSubscription,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemCreated(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1259,organizationId present in function (2 refs)
693,server/src/services/stripeService.ts,1308,featureSubscription,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemUpdated(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1317,organizationId present in function (3 refs)
694,server/src/services/stripeService.ts,1344,featureSubscription,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemDeleted(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1365,organizationId present in function (5 refs)
695,server/src/services/stripeService.ts,1353,featureSubscription,update,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemDeleted(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1365,organizationId in prisma where/data
696,server/src/services/stripeService.ts,1370,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA,private async handleSubscriptionItemDeleted(subscriptionItem: Stripe.Subscriptio,server/src/services/stripeService.ts:1365,organizationId in prisma where/data
697,server/src/services/stripeService.ts,1431,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA,async processRefund(data: {,server/src/services/stripeService.ts:1436,organizationId in prisma where/data
698,server/src/services/stripeService.ts,1434,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA,async processRefund(data: {,server/src/services/stripeService.ts:1436,organizationId in prisma where/data
699,server/src/services/stripeService.ts,1504,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createQuote(,server/src/services/stripeService.ts:1508,organizationId in prisma where/data
700,server/src/services/stripeService.ts,1514,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createQuote(,server/src/services/stripeService.ts:1508,organizationId in prisma where/data
701,server/src/services/stripeService.ts,1524,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createQuote(,server/src/services/stripeService.ts:1533,organizationId in prisma where/data
702,server/src/services/tierService.ts,517,usageTracking,upsert,ORG_IN_WHERE_OR_DATA,async incrementUsage(,server/src/services/tierService.ts:519,organizationId in prisma where/data
703,server/src/services/tokenBlacklistService.ts,25,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,(unknown),server/src/services/tokenBlacklistService.ts:25,non-prisma: return crypto.createHash('sha256').update(token).digest('hex');
704,server/src/services/trustCenterService.ts,36,trustCertificate,create,ORG_IN_WHERE_OR_DATA,async createCertificate(data: {,server/src/services/trustCenterService.ts:26,organizationId in prisma where/data
705,server/src/services/trustCenterService.ts,216,trustCertificate,update,ORG_IN_WHERE_OR_DATA,async updateCertificateStatus(,server/src/services/trustCenterService.ts:207,organizationId in prisma where/data
706,server/src/services/twoFactorService.ts,51,user,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async setupTwoFactor(userId: string, userEmail: string): Promise<TwoFactorSetup>",server/src/services/twoFactorService.ts:51,system-level operation (audit/webhook/auth)
707,server/src/services/twoFactorService.ts,109,user,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async verifyAndEnableTwoFactor(userId: string, token: string): Promise<boolean> ",server/src/services/twoFactorService.ts:109,system-level operation (audit/webhook/auth)
708,server/src/services/twoFactorService.ts,189,twoFactorBackupCode,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async verifyBackupCode(userId: string, code: string): Promise<boolean> {",server/src/services/twoFactorService.ts:189,system-level operation (audit/webhook/auth)
709,server/src/services/twoFactorService.ts,225,user,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async disableTwoFactor(userId: string, token: string): Promise<boolean> {",server/src/services/twoFactorService.ts:225,system-level operation (audit/webhook/auth)
710,server/src/services/twoFactorService.ts,235,user,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async disableTwoFactor(userId: string, token: string): Promise<boolean> {",server/src/services/twoFactorService.ts:235,system-level operation (audit/webhook/auth)
711,server/src/services/twoFactorService.ts,260,twoFactorBackupCode,deleteMany,SYSTEM_LEVEL_NO_ORG_REQUIRED,"async regenerateBackupCodes(userId: string, token: string): Promise<string[] | n",server/src/services/twoFactorService.ts:260,system-level operation (audit/webhook/auth)
712,server/src/services/twoFactorService.ts,371,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private deriveEncryptionKey(): Buffer {,server/src/services/twoFactorService.ts:371,"non-prisma: const salt = crypto.createHash('sha256').update(process.env.ENCRYPTION_KEY).digest().subarray(0, 16)"
713,server/src/services/twoFactorService.ts,386,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private encryptSecret(secret: string): string {,server/src/services/twoFactorService.ts:386,"non-prisma: let encrypted = cipher.update(secret, 'utf8', 'hex');"
714,server/src/services/twoFactorService.ts,413,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private decryptSecret(encryptedSecret: string): string {,server/src/services/twoFactorService.ts:413,"non-prisma: let decrypted = decipher.update(ciphertext, 'hex', 'utf8');"
715,server/src/services/twoFactorService.ts,421,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private decryptSecret(encryptedSecret: string): string {,server/src/services/twoFactorService.ts:421,"non-prisma: let decrypted = decipher.update(encrypted, 'hex', 'utf8');"
716,server/src/services/vendorRiskService.ts,38,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createVendor(data: {,server/src/services/vendorRiskService.ts:41,organizationId in prisma where/data
717,server/src/services/vendorRiskService.ts,65,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createVendor(data: {,server/src/services/vendorRiskService.ts:76,organizationId in prisma where/data
718,server/src/services/vendorRiskService.ts,104,vendorAssessment,create,ORG_IN_WHERE_OR_DATA,async createVendorAssessment(data: {,server/src/services/vendorRiskService.ts:93,organizationId in prisma where/data
719,server/src/services/vendorRiskService.ts,152,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async completeVendorAssessment(,server/src/services/vendorRiskService.ts:152,non-prisma: const assessment = await tx.vendorAssessment.update({
720,server/src/services/vendorRiskService.ts,168,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async completeVendorAssessment(,server/src/services/vendorRiskService.ts:168,non-prisma: await tx.vendor.update({
721,server/src/services/vendorRiskService.ts,203,vendorReview,create,ORG_IN_WHERE_OR_DATA,async createVendorReview(data: {,server/src/services/vendorRiskService.ts:200,organizationId in prisma where/data
722,server/src/services/vendorRiskService.ts,243,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async completeVendorReview(,server/src/services/vendorRiskService.ts:243,non-prisma: const review = await tx.vendorReview.update({
723,server/src/services/vendorRiskService.ts,256,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async completeVendorReview(,server/src/services/vendorRiskService.ts:256,non-prisma: await tx.vendor.update({
724,server/src/services/vendorRiskService.ts,289,vendorMonitor,create,ORG_IN_WHERE_OR_DATA,async createVendorMonitor(data: {,server/src/services/vendorRiskService.ts:286,organizationId in prisma where/data
725,server/src/services/vendorRiskService.ts,326,vendorMonitor,update,ORG_IN_WHERE_OR_DATA,async updateVendorMonitorResults(,server/src/services/vendorRiskService.ts:324,organizationId in prisma where/data
726,server/src/services/vendorRiskService.ts,585,vendor,update,ORG_IN_WHERE_OR_DATA,async updateVendor(,server/src/services/vendorRiskService.ts:577,organizationId in prisma where/data
727,server/src/services/vendorRiskService.ts,615,vendor,update,ORG_IN_WHERE_OR_DATA,"async archiveVendor(vendorId: string, userId: string, organizationId: string) {",server/src/services/vendorRiskService.ts:609,organizationId in prisma where/data
728,server/src/services/visionaryAIService.ts,294,policy,create,ORG_IN_PRIOR_findFirst,async generatePolicyFromNaturalLanguage(,server/src/services/visionaryAIService.ts:226,prior findFirst/findUnique with organizationId
729,server/src/services/visionaryAIService.ts,766,frameworkControl,update,ORG_IN_WHERE_OR_DATA,private async executeRemediationAction(,server/src/services/visionaryAIService.ts:762,organizationId in prisma where/data
730,server/src/services/webhookService.ts,152,webhook,create,ORG_IN_WHERE_OR_DATA,async createWebhook(options: CreateWebhookOptions): Promise<any> {,server/src/services/webhookService.ts:154,organizationId in prisma where/data
731,server/src/services/webhookService.ts,192,webhook,update,ORG_IN_WHERE_OR_DATA,async updateWebhook(,server/src/services/webhookService.ts:184,organizationId in prisma where/data
732,server/src/services/webhookService.ts,219,webhook,delete,ORG_IN_WHERE_OR_DATA,"async deleteWebhook(webhookId: string, organizationId: string): Promise<boolean>",server/src/services/webhookService.ts:217,organizationId in prisma where/data
733,server/src/services/webhookService.ts,291,webhook,update,ORG_IN_WHERE_OR_DATA,"async regenerateSecret(webhookId: string, organizationId: string): Promise<strin",server/src/services/webhookService.ts:288,organizationId in prisma where/data
734,server/src/services/webhookService.ts,365,unknown,unknown,ORG_IN_WHERE_OR_DATA,async dispatchEvent(,server/src/services/webhookService.ts:350,organizationId in prisma where/data
735,server/src/services/webhookService.ts,411,webhookEvent,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:411,system-level operation (audit/webhook/auth)
736,server/src/services/webhookService.ts,423,webhookEvent,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:423,system-level operation (audit/webhook/auth)
737,server/src/services/webhookService.ts,436,webhook,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:436,system-level operation (audit/webhook/auth)
738,server/src/services/webhookService.ts,448,webhookEvent,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:448,system-level operation (audit/webhook/auth)
739,server/src/services/webhookService.ts,459,webhook,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:459,system-level operation (audit/webhook/auth)
740,server/src/services/webhookService.ts,470,webhookEvent,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,async processWebhookEvent(eventId: string): Promise<void> {,server/src/services/webhookService.ts:470,system-level operation (audit/webhook/auth)
741,server/src/services/webhookService.ts,565,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private async deliverWebhook(,server/src/services/webhookService.ts:565,non-prisma: hmac.update(signaturePayload);
742,server/src/services/webhookService.ts,599,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private async deliverWebhook(,server/src/services/webhookService.ts:599,non-prisma: hmac.update(signaturePayload);
743,server/src/services/webhookService.ts,665,webhookEvent,update,ORG_IN_WHERE_OR_DATA,"async retryEvent(eventId: string, organizationId: string): Promise<boolean> {",server/src/services/webhookService.ts:651,organizationId in prisma where/data
744,server/src/services/webhookService.ts,716,webhookEvent,deleteMany,SYSTEM_LEVEL_NO_ORG_REQUIRED,async cleanupOldEvents(olderThanDays: number = 30): Promise<number> {,server/src/services/webhookService.ts:716,system-level operation (audit/webhook/auth)
745,server/src/services/websocketService.ts,164,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private handleDisconnection(socket: AuthenticatedSocket): void {,server/src/services/websocketService.ts:164,non-prisma: orgSockets.delete(socket.id);
746,server/src/services/websocketService.ts,166,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private handleDisconnection(socket: AuthenticatedSocket): void {,server/src/services/websocketService.ts:166,non-prisma: this.connectedUsers.delete(organizationId);
747,server/src/services/workflowEngine.ts,336,notification,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId in prisma where/data
748,server/src/services/workflowEngine.ts,409,issue,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
749,server/src/services/workflowEngine.ts,426,notification,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
750,server/src/services/workflowEngine.ts,481,grcIncident,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
751,server/src/services/workflowEngine.ts,593,notification,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
752,server/src/services/workflowEngine.ts,625,issue,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
753,server/src/services/workflowEngine.ts,641,notification,create,ORG_IN_WHERE_OR_DATA,private async executeAction(,server/src/services/workflowEngine.ts:322,organizationId referenced before write in function
754,server/src/services/workflowEngine.ts,923,gRCWorkflow,update,ORG_IN_WHERE_OR_DATA,async executeWorkflow(,server/src/services/workflowEngine.ts:850,organizationId present in function (4 refs)
755,server/src/services/workflowEngine.ts,977,workflowExecution,create,ORG_IN_WHERE_OR_DATA,async logExecution(,server/src/services/workflowEngine.ts:970,organizationId present in function (1 refs)
